Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;Übrige;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;SGP;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;PdF;LfK;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
NI;03360;Uelzen;74909;55668;518;55150;17764;17498;4749;4588;1699;7751;0;1081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;440;55228;13985;18417;4732;5588;1711;7803;0;482;457;789;68;258;39;46;0;0;0;6;0;0;9;0;0;38;0;30;0;592;0;0;0;0;0;9;0;0;0;87;0;82
NI;03361;Verden;106234;81037;1067;79970;28361;24290;0;8001;2712;12057;0;2591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;576;80461;19696;26068;6267;8562;2506;13030;0;874;580;981;63;272;41;55;0;0;0;23;0;0;7;0;0;59;0;50;0;847;0;0;0;0;0;21;0;0;0;249;0;210
NI;03401;Delmenhorst, Stadt;55403;36051;482;35569;8614;13996;3434;3028;1253;3730;0;384;712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;462;35589;8006;12477;3632;3420;1291;4557;0;280;387;568;41;127;20;28;0;0;0;4;0;0;5;0;0;27;0;18;0;370;0;0;0;0;0;9;0;0;0;277;0;45
NI;03402;Emden, Stadt;37374;25403;455;24948;3558;13652;0;2047;1440;2671;0;404;0;727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;303;25100;3675;10844;2034;2198;1208;3897;0;134;278;350;31;94;19;17;0;0;0;4;0;0;15;0;0;15;0;11;0;197;0;0;0;0;0;6;0;0;0;33;0;40
NI;03403;Oldenburg (Oldenburg), Stadt;129639;97877;825;97052;15433;34096;4114;6951;7622;25730;0;658;0;0;0;990;270;0;0;0;0;56;0;0;0;0;0;0;0;0;1080;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;685;97192;14505;29108;4178;9107;6057;28692;0;458;863;1055;54;499;146;104;0;0;0;19;0;0;38;0;0;121;0;55;0;1003;0;0;0;0;0;27;0;0;0;293;0;810
NI;03404;Osnabrück, Stadt;122310;91652;810;90842;23490;26017;3864;6108;5226;24845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;0;0;0;0;0;1153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;681;90971;18499;25564;4052;8816;4673;24842;0;303;951;781;38;276;93;61;0;0;0;9;0;0;41;0;0;115;0;53;0;885;0;0;0;0;0;18;0;0;0;466;0;435
NI;03405;Wilhelmshaven, Stadt;60177;39610;396;39214;7513;17264;3501;2749;1275;4213;0;1170;1228;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407;39203;7685;14392;3632;3928;1473;5337;0;569;624;692;35;143;23;31;0;0;0;24;0;0;3;0;0;58;0;36;0;276;0;0;0;0;0;13;0;0;0;121;0;108
NI;03451;Ammerland;99066;75848;572;75276;18861;31661;4458;5908;2561;9389;0;758;0;0;0;534;201;0;0;0;0;33;0;0;0;0;0;0;0;0;827;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;490;75358;17595;26123;4725;8567;2287;12227;0;583;618;954;53;296;101;33;0;0;0;10;0;0;13;0;0;55;0;30;0;726;0;0;0;0;0;31;0;0;0;135;0;196
NI;03452;Aurich;154472;112444;1831;110613;20461;57944;0;9751;3421;9981;0;3801;0;3435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;1350;111094;20391;48194;9139;9915;3463;13771;0;1635;852;1870;116;336;63;48;0;0;0;14;0;0;19;0;0;71;0;75;0;830;0;0;0;0;0;18;0;0;0;116;0;158
NI;03453;Cloppenburg;121800;87535;787;86748;42382;17989;8151;7841;1992;7659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;692;86843;32914;22288;8293;10103;1897;8101;0;379;592;822;52;271;33;30;0;0;0;5;0;0;7;0;0;58;0;42;0;630;0;0;0;0;0;31;0;0;0;118;0;177
NI;03454;Emsland;241341;185427;1579;183848;87289;45266;10970;16637;3921;18322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1334;184093;69280;51174;11218;21265;3998;20496;0;775;1679;1607;121;476;58;75;0;0;0;15;0;0;16;0;0;141;0;87;0;1124;0;0;0;0;0;27;0;0;0;211;0;250
NI;03455;Friesland;82193;60900;544;60356;12508;28521;4118;4571;1489;6485;0;971;981;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;568;60332;12535;23301;4466;6595;1787;8167;0;628;617;974;48;185;25;43;0;0;0;15;0;0;6;0;0;35;0;37;0;604;0;0;0;0;0;14;0;0;0;134;0;116
NI;03456;Grafschaft Bentheim;98028;74911;585;74326;26725;24652;3677;6564;1668;10502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;434;74477;21942;26333;3843;8699;1705;9369;0;280;523;697;43;159;55;34;0;0;0;9;0;0;12;0;0;47;0;38;0;429;0;0;0;0;0;11;0;0;0;156;0;93
NI;03457;Leer;132390;96031;1245;94786;35652;31831;7930;5028;2765;10172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;886;95145;21578;37183;8422;8808;2916;11226;0;524;968;1332;104;322;42;62;0;0;0;11;0;0;22;0;0;47;0;57;0;1136;0;0;0;0;0;16;0;0;0;135;0;234
NI;03458;Oldenburg;101940;78267;603;77664;20117;25656;4995;10036;2357;11305;0;1140;1064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;933;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;507;77760;18183;24283;5525;10141;2338;12927;0;831;629;1056;64;291;40;46;0;0;0;9;0;0;8;0;0;74;0;32;0;863;0;0;0;0;0;37;0;0;0;164;0;219
NI;03459;Osnabrück;273117;209726;1776;207950;74361;63568;12249;16988;5347;31306;0;1262;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;2814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1729;207997;58827;67707;12920;22464;5421;31864;0;1064;1480;1900;165;564;120;100;0;0;0;14;0;0;42;0;0;127;0;91;0;2357;0;0;0;0;0;23;0;0;0;432;0;315
NI;03460;Vechta;102148;76972;534;76438;37752;15836;4523;6556;1550;9707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;463;76509;29923;17924;4479;9644;1652;9992;0;413;501;757;52;203;47;37;0;0;0;7;0;0;10;0;0;46;0;50;0;458;0;0;0;0;0;18;0;0;0;150;0;146
NI;03461;Wesermarsch;69484;49435;696;48739;11679;19725;3570;4214;1321;6167;0;641;824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;571;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;626;48809;10460;18861;3830;5010;1417;6489;0;444;529;686;45;180;27;34;0;0;0;10;0;0;13;0;0;33;0;33;0;465;0;0;0;0;0;11;0;0;0;149;0;83
NI;03462;Wittmund;46677;33654;248;33406;9265;14607;2608;2182;696;2806;0;470;442;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259;33395;8315;12755;2853;3351;862;3516;0;315;298;535;42;91;14;18;0;0;0;11;0;0;12;0;0;22;0;18;0;275;0;0;0;0;0;7;0;0;0;43;0;42
HB;04011;Bremen, Stadt;381163;280193;2729;277464;58591;88693;16387;19311;23327;53955;0;3041;4586;2440;0;496;594;406;0;0;0;224;0;0;0;0;0;838;0;0;3393;0;0;0;0;0;0;0;0;0;1182;0;0;0;0;0;0;0;0;1817;278376;47835;85092;17297;26315;22619;61430;0;2402;3197;3573;239;0;348;414;0;0;0;134;0;301;0;0;0;481;0;0;0;2933;0;0;0;0;0;0;0;0;0;2572;0;1194
HB;04012;Bremerhaven, Stadt;78586;50238;645;49593;9401;19739;5178;3087;2596;6535;0;611;878;0;0;412;119;203;0;0;0;42;0;0;0;0;0;178;0;0;614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;574;49664;8664;18132;5278;4166;2733;6997;0;509;712;944;52;0;59;101;0;0;0;26;0;85;0;0;0;108;0;0;0;528;0;0;0;0;0;0;0;0;0;442;0;128
NW;05111;Düsseldorf, Stadt;410929;317397;2315;315082;88959;80124;15216;38385;10512;67127;0;2396;5498;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0;0;0;3351;0;0;0;0;0;76;0;0;0;2735;0;0;0;0;0;0;0;423;1662;315735;76531;73866;15998;45078;13672;70976;0;1710;3133;3466;165;1033;200;274;0;0;0;115;290;0;107;0;0;306;0;166;28;2815;91;0;0;0;282;70;107;286;0;2989;0;1981
NW;05112;Duisburg, Stadt;318659;216939;2850;214089;43703;85476;24462;15104;10389;27295;0;2733;0;0;0;0;0;0;0;0;0;802;0;0;0;0;0;0;0;0;2402;0;0;0;0;0;0;0;0;547;0;0;0;0;0;0;0;0;1176;2179;214760;41334;77150;21636;18506;10088;28199;0;1454;2717;4157;385;866;135;202;0;0;0;320;320;0;87;0;0;209;0;142;37;1836;148;0;0;0;344;54;73;270;0;3583;0;508
NW;05113;Essen, Stadt;408110;303419;2847;300572;81099;102230;24880;21335;10552;46548;0;3351;6309;0;0;0;0;0;0;0;0;354;0;0;397;0;0;0;0;0;3307;0;0;0;0;0;137;0;0;0;0;0;0;0;0;0;0;0;73;2235;301184;68441;93613;24400;31848;12031;50180;0;1736;3661;4774;292;960;168;218;0;0;0;231;356;0;212;0;0;257;0;139;45;2739;166;0;0;0;418;104;90;266;0;2942;0;897
NW;05114;Krefeld, Stadt;158951;114486;1257;113229;32213;34792;7741;11633;4142;17399;0;1440;2306;0;0;0;0;0;0;0;0;142;0;0;0;0;0;0;0;0;1421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1005;113481;28601;32234;7748;14227;4600;18392;0;761;1355;1643;93;515;73;83;0;0;0;57;113;0;40;0;0;88;0;61;16;1202;98;0;0;0;154;30;28;103;0;914;0;252
NW;05116;Mönchengladbach, Stadt;185185;129646;1707;127939;45550;37548;9915;10957;0;17302;0;1422;3105;0;0;0;0;0;0;0;0;0;0;0;319;0;0;0;0;0;1821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1241;128405;36555;34877;9641;15459;4927;18166;0;850;1562;2013;190;467;111;122;0;0;0;24;166;0;86;0;0;109;0;74;12;1343;33;0;0;0;211;22;49;119;0;907;0;310
NW;05117;Mülheim an der Ruhr, Stadt;121418;94571;943;93628;22361;32960;7064;8396;2466;14391;0;641;1906;0;0;0;0;0;0;0;0;110;0;0;83;0;0;0;0;0;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2170;694;93877;22349;30463;6654;10866;3105;14787;0;425;1091;1281;55;282;59;60;0;0;0;47;114;0;30;0;0;73;0;38;7;846;63;0;0;0;107;28;19;75;0;708;0;245
NW;05119;Oberhausen, Stadt;147254;105651;1085;104566;23219;40733;10351;7286;3579;11665;0;1015;5342;0;0;0;0;341;0;0;0;109;0;0;0;0;0;0;0;0;926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;936;104715;22221;38477;10075;9615;4143;12718;0;632;1646;1941;140;391;78;122;0;0;0;58;146;0;24;0;0;63;0;45;15;713;41;0;0;0;150;19;36;126;0;799;0;281
NW;05120;Remscheid, Stadt;76192;54868;529;54339;16088;18233;4655;5105;1855;5855;0;564;1087;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;459;54409;13528;16834;4656;6595;2010;6787;0;374;652;941;58;230;33;43;0;0;0;29;76;0;4;0;0;46;0;19;5;561;27;0;0;0;94;12;27;65;0;570;0;133
NW;05122;Solingen, Klingenstadt;111392;82206;766;81440;21301;26309;5709;9439;2541;11353;0;808;1880;0;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;0;1223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;762;636;81570;19519;23701;5878;10149;3158;13293;0;526;1154;1239;61;307;57;60;0;0;0;44;96;0;10;0;0;103;0;30;7;1033;36;0;0;0;120;14;32;78;0;642;0;223
NW;05124;Wuppertal, Stadt;235148;173120;1972;171148;39349;62375;13966;16618;7445;22691;0;1834;3096;0;0;0;0;0;0;0;0;217;0;0;0;0;0;0;0;0;2443;0;0;0;0;0;0;0;0;0;1028;0;0;0;0;0;0;0;86;1482;171638;36893;50082;14062;19482;8963;29604;0;1150;1912;2500;191;620;106;141;0;0;0;129;174;0;61;0;0;148;0;85;31;2052;135;0;0;0;213;31;60;154;0;1813;0;846
NW;05154;Kleve;225463;171093;1628;169465;63701;48142;9788;14821;4235;23477;0;3409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1326;169767;54793;47837;9632;19542;4728;23587;0;1488;1438;2386;150;605;115;107;0;0;0;28;224;0;17;0;0;121;0;77;15;1628;60;0;0;0;241;28;60;167;0;297;0;396
NW;05158;Mettmann;363205;283226;2733;280493;85755;76961;19598;26031;7647;53825;0;2984;2258;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;3211;221;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;1838;2026;281200;76608;76794;19762;37318;8843;43542;0;1876;2767;3916;239;1265;183;201;0;0;0;81;391;0;33;0;0;179;0;130;29;2842;252;0;0;0;353;83;111;347;0;2172;0;883
NW;05162;Rhein-Kreis Neuss;333192;261478;2471;259007;95085;72357;15702;25423;6299;34330;0;1105;5391;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;3127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;1764;259714;80779;66262;16378;35814;7096;37341;0;1451;2673;3611;189;914;192;229;0;0;0;45;330;0;64;0;0;187;0;108;35;2668;99;0;0;0;356;52;74;259;0;1779;0;729
NW;05166;Viersen;227166;175085;1740;173345;62123;47806;10312;15140;5558;24394;0;2253;3819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1333;173752;52896;46375;10357;22281;5203;25673;0;1327;2140;2618;140;632;183;120;0;0;0;31;197;0;22;0;0;133;0;82;12;1808;93;0;0;0;228;33;54;155;0;582;0;377
NW;05170;Wesel;355179;273799;2628;271171;75186;98892;19677;22909;8058;33537;0;2360;6730;0;0;0;0;113;0;0;0;241;0;0;0;0;0;0;0;0;3468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020;271779;67830;93981;19721;28520;9031;35627;0;1629;3495;4139;237;903;144;158;0;0;0;127;346;0;35;0;0;174;0;121;27;2563;171;0;0;0;399;60;86;273;0;1587;0;395
NW;05314;Bonn, Stadt;230215;185557;1447;184110;44872;46251;7448;23198;6675;46467;0;1183;2700;0;0;0;0;0;0;0;0;138;0;0;0;0;0;0;0;0;2101;0;0;0;0;0;158;0;0;0;2919;0;0;0;0;0;0;0;0;1113;184444;41551;41641;7750;21902;10026;50174;0;897;1661;1371;51;611;162;130;0;0;0;57;113;0;47;0;0;196;0;68;12;1823;106;0;0;0;118;75;53;77;0;1817;0;1955
NW;05315;Köln, Stadt;732048;569495;3716;565779;123235;156521;26672;43374;27865;157126;0;4183;10480;0;0;0;0;0;0;0;0;530;0;0;82;0;0;0;0;0;6485;0;0;0;0;0;0;0;0;0;8572;0;0;0;0;0;0;0;654;2722;566773;109564;139230;26414;61486;33023;158932;0;2575;6263;6069;249;1851;425;459;0;0;0;225;483;0;148;0;0;529;0;416;51;5470;251;0;0;0;502;118;202;375;0;5730;0;5733
NW;05316;Leverkusen, Stadt;114706;85766;863;84903;19190;38378;6516;6824;2211;7827;0;873;1525;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;1188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;724;85042;20696;25383;6682;9800;2864;13545;0;572;1102;1208;76;385;55;73;0;0;0;38;126;0;10;0;0;64;0;42;11;950;56;0;0;0;118;19;34;90;0;693;0;350
NW;05334;Städteregion Aachen;402726;310690;2990;307700;90370;91276;17946;22961;10657;61918;0;2883;5951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;532;2310;308380;81610;83996;17836;32924;12712;60339;0;1662;3216;3676;233;1155;411;190;0;0;0;53;260;0;63;0;0;381;0;145;39;2929;96;0;0;0;352;43;85;231;0;1883;0;1860
NW;05358;Düren;199656;153645;1707;151938;55719;46734;12947;11237;3449;14174;0;2196;2298;0;0;1146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1565;0;0;0;0;0;0;0;0;473;0;0;0;0;0;0;0;0;0;1516;152129;46217;44058;13171;17104;4570;16951;0;1296;1387;2465;179;730;88;84;0;0;0;12;222;0;32;0;0;87;0;90;10;1545;162;0;0;0;260;34;54;166;0;641;0;514
NW;05362;Rhein-Erft-Kreis;345958;271042;2687;268355;87077;81726;18841;24132;8028;37428;0;3071;963;0;0;3348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2868;0;0;0;0;873;0;0;0;0;0;0;0;0;0;0;0;0;0;2027;269015;76103;75789;18697;33133;8091;39921;0;1999;2029;3811;224;1543;145;144;0;0;0;38;316;0;46;0;0;199;0;121;28;2437;93;0;0;0;577;70;97;282;0;2102;0;980
NW;05366;Euskirchen;152275;116634;1253;115381;42539;28024;9695;13215;2854;12986;0;1785;1727;0;0;701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;974;115660;37046;29874;9614;14408;3321;13806;0;1068;1048;1784;93;519;88;87;0;0;0;11;170;0;9;0;0;86;0;59;11;1512;67;0;0;0;184;34;45;139;0;265;0;312
NW;05370;Heinsberg;192346;145368;1649;143719;57095;37249;10965;10691;3608;15368;0;2288;4901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1397;143971;46466;38822;11359;16023;4529;16858;0;1375;1929;2334;209;532;87;109;0;0;0;18;210;0;10;0;0;75;0;70;14;1602;53;0;0;0;235;30;47;155;0;438;0;382
NW;05374;Oberbergischer Kreis;206640;160146;1639;158507;53757;42461;15071;15636;4587;19015;0;2246;2887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1472;158674;44018;42413;15211;19796;5153;19959;0;1434;1622;2426;153;652;183;89;0;0;0;25;221;0;15;0;0;104;0;78;18;2809;699;0;0;0;236;34;110;178;0;635;0;403
NW;05378;Rheinisch-Bergischer Kreis;217193;176933;1349;175584;52714;39827;9518;29576;4845;31626;0;3632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2455;0;0;0;0;0;0;0;0;0;1391;0;0;0;0;0;0;0;0;1037;175896;48224;44429;10051;24373;5222;32285;0;1697;1419;2199;100;554;115;119;0;0;0;27;208;0;22;0;0;127;0;76;9;2247;132;0;0;0;223;34;41;157;0;662;0;1144
NW;05382;Rhein-Sieg-Kreis;454690;364854;3068;361786;130920;94217;23430;30518;10849;53226;0;3626;6365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5236;0;0;0;0;0;167;0;0;0;2146;1086;0;0;0;0;0;0;0;2609;362245;103269;91282;24155;46557;12040;60332;0;2695;3597;5236;276;1403;322;262;0;0;0;39;419;0;30;0;0;288;0;146;33;4694;389;0;0;0;501;124;113;324;0;1776;0;1943
NW;05512;Bottrop, Stadt;87200;65217;623;64594;15458;27725;6141;4728;1731;6388;0;0;1328;0;0;0;0;0;0;0;0;48;0;0;430;0;0;0;0;0;547;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;511;64706;15088;23466;6070;6364;2052;7369;0;276;701;1111;71;227;153;40;0;0;0;35;90;0;191;0;0;33;0;32;9;445;8;0;0;0;112;20;25;64;0;528;0;126
NW;05513;Gelsenkirchen, Stadt;168496;112317;1233;111084;21954;44965;15555;9014;3559;11286;0;1054;1904;0;0;0;0;0;0;0;0;356;0;0;0;0;0;0;0;0;1118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;1033;111284;22091;41326;14204;9721;3853;11170;0;723;1245;2572;181;394;51;70;0;0;0;222;176;0;28;0;0;69;0;51;13;775;55;0;0;0;184;21;22;128;0;1753;0;186
NW;05515;Münster, Stadt;233953;196276;981;195295;51096;47047;5234;13038;7078;63160;0;966;2283;0;0;0;897;0;0;0;0;0;0;0;179;0;0;0;0;0;1582;0;0;0;0;0;0;0;0;0;2505;0;0;0;0;0;0;0;230;820;195456;43790;45844;5603;20786;9746;60036;0;691;1684;1326;45;479;422;150;0;0;0;12;116;0;75;0;0;205;0;93;22;1409;42;0;0;0;138;25;52;79;0;774;0;1812
NW;05554;Borken;279090;221748;1703;220045;97723;55671;11383;18269;5306;25865;0;2160;3668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1297;220451;81295;57942;11160;26044;5617;28431;0;1369;1823;2081;127;682;148;109;0;0;0;30;208;0;31;0;0;116;0;86;13;1563;87;0;0;0;226;39;67;189;0;549;0;419
NW;05558;Coesfeld;174248;143808;1014;142794;58354;36028;6689;11074;3776;23739;0;1705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;796;143012;49344;38171;6768;15918;3595;22491;0;908;1214;1454;111;529;84;76;0;0;0;6;162;0;13;0;0;76;0;44;5;1063;49;0;0;0;134;28;41;141;0;231;0;356
NW;05562;Recklinghausen;463750;342998;3343;339655;93546;130322;32129;26388;9642;36425;0;0;8186;0;0;0;0;0;0;0;0;403;0;0;350;0;0;0;0;0;2108;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;2606;340392;83324;119286;31278;33843;10755;39872;0;1613;4137;5754;401;1320;179;220;0;0;0;211;491;0;114;0;0;203;0;162;34;2662;154;0;0;0;497;126;111;345;0;2725;0;575
NW;05566;Steinfurt;340361;270196;2129;268067;94426;81412;14345;22379;7398;40214;0;2102;3626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;733;1750;268446;78846;84180;14773;28942;7987;40843;0;1527;2435;2591;204;858;166;125;0;0;0;42;237;0;34;0;0;158;0;70;26;2068;112;0;0;0;297;44;71;203;0;770;0;837
NW;05570;Warendorf;208754;165808;1443;164365;59631;50685;10211;12768;4074;21245;0;0;2772;0;0;0;497;0;0;0;0;0;0;0;0;0;0;0;0;0;1773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;709;1186;164622;51722;47648;10533;18193;4525;23309;0;1014;1553;1729;128;535;200;84;0;0;0;13;179;0;31;0;0;108;0;62;13;1518;113;0;0;0;207;33;54;132;0;635;0;351
NW;05711;Bielefeld, Stadt;234469;178319;1430;176889;39185;52771;11918;17339;9674;38562;0;0;3854;0;0;0;0;0;0;0;0;149;0;0;0;0;0;0;0;0;2543;0;0;0;0;0;0;0;0;0;894;0;0;0;0;0;0;0;0;1139;177180;35703;47926;12048;19982;11159;38650;0;675;2261;1815;118;663;187;116;0;0;0;87;213;0;64;0;0;153;0;103;23;2186;327;0;0;0;183;30;76;181;0;1555;0;696
NW;05754;Gütersloh;263176;202815;1823;200992;78598;52170;14716;15538;4934;26373;0;2290;3599;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2437;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;306;1543;201272;59031;53209;15226;24080;5885;31797;0;1596;2093;2162;147;692;167;122;0;0;0;23;244;0;35;0;0;110;0;87;12;2356;342;0;0;0;289;43;59;193;0;840;0;432
